221208 152310.947|CONFIG|qtp18242360-26|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221208 152310.947|INFO|qtp18242360-26|info|
221208 152310.947|INFO|qtp18242360-26|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221208 152310.947|INFO|qtp18242360-26|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221208 152310.947|INFO|qtp18242360-26|startLog|Process id is 8596@DESKTOP-D75BQTV
221208 152310.947|INFO|qtp18242360-26|start|Starting ConnectionManager...
221208 152310.954|INFO|qtp18242360-26|start|Started ConnectionManager
221208 152310.960|INFO|qtp18242360-26|setClientServerAndPort|INIFile File location: file:/C:/Users/18328/Desktop/pc2/WebTeamInterface-1.1/pc2v9.ini
221208 152310.960|INFO|qtp18242360-26|setClientServerAndPort|setClientServerAndPort 212.212.212.212 parsed as 212.212.212.212 port 50002
221208 152310.960|INFO|qtp18242360-26|info|Contacting server at 212.212.212.212:50002
221208 152310.960|INFO|qtp18242360-26|connectToMyServer|Connecting to 212.212.212.212:50002
