230920 090239.874|CONFIG|main|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
230920 090239.874|INFO|main|info|
230920 090239.874|INFO|main|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
230920 090239.874|INFO|main|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
230920 090239.901|INFO|main|startLog|Process id is 9400@DESKTOP-D75BQTV
230920 090239.901|INFO|main|start|Starting ConnectionManager...
230920 090239.980|INFO|main|start|Started ConnectionManager
230920 090239.996|INFO|main|setClientServerAndPort|INIFile File location: file:/C:/Users/18328/Desktop/pc2/WebTeamInterface-1.1/pc2v9.ini
230920 090240.002|INFO|main|setClientServerAndPort|setClientServerAndPort localhost parsed as localhost port 50002
230920 090240.002|INFO|main|info|Contacting server at localhost:50002
230920 090240.002|INFO|main|connectToMyServer|Connecting to localhost:50002
