221210 064925.901|CONFIG|qtp996796369-118|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 064925.901|INFO|qtp996796369-118|info|
221210 064925.901|INFO|qtp996796369-118|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 064925.901|INFO|qtp996796369-118|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 064925.901|INFO|qtp996796369-118|startLog|Process id is 20708@DESKTOP-D75BQTV
221210 064925.901|INFO|qtp996796369-118|start|Starting ConnectionManager...
221210 064925.915|INFO|qtp996796369-118|start|Started ConnectionManager
221210 064925.916|INFO|qtp996796369-118|setClientServerAndPort|INIFile File location: file:/C:/Users/18328/Desktop/pc2/WebTeamInterface-1.1/pc2v9.ini
221210 064925.916|INFO|qtp996796369-118|setClientServerAndPort|setClientServerAndPort 212.212.212.212 parsed as 212.212.212.212 port 50002
221210 064925.916|INFO|qtp996796369-118|info|Contacting server at 212.212.212.212:50002
221210 064925.916|INFO|qtp996796369-118|connectToMyServer|Connecting to 212.212.212.212:50002
