221208 152012.494|CONFIG|qtp18242360-32|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221208 152012.494|INFO|qtp18242360-32|info|
221208 152012.494|INFO|qtp18242360-32|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221208 152012.496|INFO|qtp18242360-32|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221208 152012.497|INFO|qtp18242360-32|startLog|Process id is 8596@DESKTOP-D75BQTV
221208 152012.497|INFO|qtp18242360-32|start|Starting ConnectionManager...
221208 152012.500|INFO|qtp18242360-32|start|Started ConnectionManager
221208 152012.504|INFO|qtp18242360-32|setClientServerAndPort|INIFile File location: file:/C:/Users/18328/Desktop/pc2/WebTeamInterface-1.1/pc2v9.ini
221208 152012.505|INFO|qtp18242360-32|setClientServerAndPort|setClientServerAndPort 212.212.212.212 parsed as 212.212.212.212 port 50002
221208 152012.506|INFO|qtp18242360-32|info|Contacting server at 212.212.212.212:50002
221208 152012.506|INFO|qtp18242360-32|connectToMyServer|Connecting to 212.212.212.212:50002
