230920 090237.191|CONFIG|main|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
230920 090237.191|INFO|main|info|
230920 090237.191|INFO|main|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
230920 090237.191|INFO|main|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
230920 090237.224|INFO|main|startLog|Process id is 6524@DESKTOP-D75BQTV
230920 090237.224|INFO|main|start|Starting ConnectionManager...
230920 090237.302|INFO|main|start|Started ConnectionManager
230920 090237.302|INFO|main|setClientServerAndPort|INIFile File location: file:/C:/Users/18328/Desktop/pc2/WebTeamInterface-1.1/pc2v9.ini
230920 090237.317|INFO|main|setClientServerAndPort|setClientServerAndPort localhost parsed as localhost port 50002
230920 090237.318|INFO|main|info|Contacting server at localhost:50002
230920 090237.318|INFO|main|connectToMyServer|Connecting to localhost:50002
