221210 081013.602|CONFIG|qtp996796369-1042|setFileHandlers|Now logging to C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1\logs directory.
221210 081013.602|INFO|qtp996796369-1042|info|
221210 081013.602|INFO|qtp996796369-1042|info|Version 9 () Java ver 18.0.2.1 build  Windows 11 10.0 (amd64) 
221210 081013.603|INFO|qtp996796369-1042|startLog|Working directory is C:\Users\18328\Desktop\pc2\WebTeamInterface-1.1
221210 081013.603|INFO|qtp996796369-1042|startLog|Process id is 20708@DESKTOP-D75BQTV
221210 081013.604|INFO|qtp996796369-1042|start|Starting ConnectionManager...
221210 081013.605|INFO|qtp996796369-1042|start|Started ConnectionManager
221210 081013.606|INFO|qtp996796369-1042|setClientServerAndPort|INIFile File location: file:/C:/Users/18328/Desktop/pc2/WebTeamInterface-1.1/pc2v9.ini
221210 081013.606|INFO|qtp996796369-1042|setClientServerAndPort|setClientServerAndPort 212.212.212.212 parsed as 212.212.212.212 port 50002
221210 081013.606|INFO|qtp996796369-1042|info|Contacting server at 212.212.212.212:50002
221210 081013.606|INFO|qtp996796369-1042|connectToMyServer|Connecting to 212.212.212.212:50002
221210 081013.608|INFO|Thread-2001|receiveUnencrypted|receiveUnencrypted(TransportWrapper, ConnectionHandlerID=Socket[addr=/212.212.212.212,port=50002,localport=64952]-3245735858964487816)
221210 081013.609|INFO|Thread-2001|receiveUnencrypted|receiveUnencrypted Made a secret key for Socket[addr=/212.212.212.212,port=50002,localport=64952]-3245735858964487816 key is com.sun.crypto.provider.DESKey@fffe7f95
